HCPCS/CPT Code	Short Description	In CY2019 Included List?	In CY2020 Included List?	Footnote
92577	Stenger test speech	yes	yes	
92579	Visual audiometry (vra)	yes	yes	
92582	Conditioning play audiometry	yes	yes	
92583	Select picture audiometry	yes	yes	
92584	Electrocochleography	yes	yes	
92585	Auditor evoke potent compre	yes	yes	
92586	Auditor evoke potent limit	yes	yes	
92587	Evoked auditory test limited	yes	yes	
92588	Evoked auditory tst complete	yes	yes	
92590	Hearing aid exam one ear	yes	yes	
92591	Hearing aid exam both ears	yes	yes	
92592	Hearing aid check one ear	yes	yes	
92593	Hearing aid check both ears	yes	yes	
92594	Electro hearng aid test one	yes	yes	
92595	Electro hearng aid tst both	yes	yes	
92601	Cochlear implt f/up exam <7	yes	yes	
92602	Reprogram cochlear implt <7	yes	yes	
92603	Cochlear implt f/up exam 7/>	yes	yes	
92604	Reprogram cochlear implt 7/>	yes	yes	
92605	Ex for nonspeech device rx	yes	yes	
92606	Non-speech device service	yes	yes	
92607	Ex for speech device rx 1hr	yes	yes	
92609	Use of speech device service	yes	yes	
92620	Auditory function 60 min	yes	yes	
92625	Tinnitus assessment	yes	yes	
92626	Eval aud funcj 1st hour	yes	yes	
92630	Aud rehab pre-ling hear loss	yes	yes	
92633	Aud rehab postling hear loss	yes	yes	
92640	Aud brainstem implt programg	yes	yes	
92700	Ent procedure/service	yes	yes	
92920	Prq cardiac angioplast 1 art	yes	yes	
92924	Prq card angio/athrect 1 art	yes	yes	
92928	Prq card stent w/angio 1 vsl	yes	yes	
92933	Prq card stent/ath/angio	yes	yes	
92937	Prq revasc byp graft 1 vsl	yes	yes	
92941	Prq card revasc mi 1 vsl	yes	yes	
92943	Prq card revasc chronic 1vsl	yes	yes	
92950	Heart/lung resuscitation cpr	yes	yes	
92953	Temporary external pacing	yes	yes	
92960	Cardioversion electric ext	yes	yes	
92961	Cardioversion electric int	yes	yes	
92970	Cardioassist internal	yes	yes	
92971	Cardioassist external	yes	yes	
92975	Dissolve clot heart vessel	yes	yes	
92977	Dissolve clot heart vessel	yes	yes	
92986	Revision of aortic valve	yes	yes	
92987	Revision of mitral valve	yes	yes	
92990	Revision of pulmonary valve	yes	yes	
92992	Revision of heart chamber	yes	yes	
92993	Revision of heart chamber	yes	yes	
92997	Pul art balloon repr percut	yes	yes	
93260	Prgrmg dev eval impltbl sys	yes	yes	
93261	Interrogate subq defib	yes	yes	
93264	Rem mntr wrls p-art prs snr	yes	yes	
93279	Prgrmg dev eval pm/ldls pm	yes	yes	
93280	Pm device progr eval dual	yes	yes	
93281	Pm device progr eval multi	yes	yes	
93282	Prgrmg eval implantable dfb	yes	yes	
93283	Prgrmg eval implantable dfb	yes	yes	
93284	Prgrmg eval implantable dfb	yes	yes	
93285	Prgrmg dev eval scrms ip	yes	yes	
93286	Peri-px eval pm/ldls pm ip	yes	yes	
93287	Peri-px device eval & prgr	yes	yes	
93288	Interrog evl pm/ldls pm ip	yes	yes	
93289	Interrog device eval heart	yes	yes	
93290	Interrog dev eval icpms ip	yes	yes	
93291	Interrog dev eval scrms ip	yes	yes	
93292	Wcd device interrogate	yes	yes	
93303	Echo transthoracic	yes	yes	
93304	Echo transthoracic	yes	yes	
93306	Tte w/doppler complete	yes	yes	
93307	Tte w/o doppler complete	yes	yes	
93308	Tte f-up or lmtd	yes	yes	
93312	Echo transesophageal	yes	yes	
93313	Echo transesophageal	yes	yes	
93314	Echo transesophageal	yes	yes	
93315	Echo transesophageal	yes	yes	
93316	Echo transesophageal	yes	yes	
93317	Echo transesophageal	yes	yes	
93318	Echo transesophageal intraop	yes	yes	
93350	Stress tte only	yes	yes	
93351	Stress tte complete	yes	yes	
93451	Right heart cath	yes	yes	
93452	Left hrt cath w/ventrclgrphy	yes	yes	
93453	R&l hrt cath w/ventriclgrphy	yes	yes	
93454	Coronary artery angio s&i	yes	yes	
93455	Coronary art/grft angio s&i	yes	yes	
93456	R hrt coronary artery angio	yes	yes	
93457	R hrt art/grft angio	yes	yes	
93458	L hrt artery/ventricle angio	yes	yes	
93459	L hrt art/grft angio	yes	yes	
93460	R&l hrt art/ventricle angio	yes	yes	
93461	R&l hrt art/ventricle angio	yes	yes	
93503	Insert/place heart catheter	yes	yes	
93530	Rt heart cath congenital	yes	yes	
93531	R & l heart cath congenital	yes	yes	
93532	R & l heart cath congenital	yes	yes	
93533	R & l heart cath congenital	yes	yes	
93580	Transcath closure of asd	yes	yes	
93581	Transcath closure of vsd	yes	yes	
93582	Perq transcath closure pda	yes	yes	
93583	Perq transcath septal reduxn	yes	yes	
93590	Perq transcath cls mitral	yes	yes	
93591	Perq transcath cls aortic	yes	yes	
93650	Ablate heart dysrhythm focus	yes	yes	
93653	Ep & ablate supravent arrhyt	yes	yes	
93654	Ep & ablate ventric tachy	yes	yes	
93656	Tx atrial fib pulm vein isol	yes	yes	
93797	Cardiac rehab	yes	yes	
93798	Cardiac rehab/monitor	yes	yes	
94002	Vent mgmt inpat init day	yes	yes	
94003	Vent mgmt inpat subq day	yes	yes	
94004	Vent mgmt nf per day	yes	yes	
94005	Home vent mgmt supervision	yes	yes	
94610	Surfactant admin thru tube	yes	yes	
94640	Airway inhalation treatment	yes	yes	
94642	Aerosol inhalation treatment	yes	yes	
94644	Cbt 1st hour	yes	yes	
94660	Pos airway pressure cpap	yes	yes	
94662	Neg press ventilation cnp	yes	yes	
94664	Evaluate pt use of inhaler	yes	yes	
94667	Chest wall manipulation	yes	yes	
94668	Chest wall manipulation	yes	yes	
94669	Mechanical chest wall oscill	yes	yes	
95115	Immunotherapy one injection	yes	yes	
95117	Immunotherapy injections	yes	yes	
95120	Immunotherapy one injection	yes	yes	
95125	Immunotherapy 2/> injections	yes	yes	
95130	Immntx 1 sting insect	yes	yes	
95131	Immntx 2 sting insects	yes	yes	
95132	Immntx 3 sting insects	yes	yes	
95133	Immntx 4 sting insects	yes	yes	
95134	Immntx 5 sting insects	yes	yes	
95144	Antigen therapy services	yes	yes	
95145	Antigen therapy services	yes	yes	
95146	Antigen therapy services	yes	yes	
95147	Antigen therapy services	yes	yes	
95148	Antigen therapy services	yes	yes	
95149	Antigen therapy services	yes	yes	
95165	Antigen therapy services	yes	yes	
95170	Antigen therapy services	yes	yes	
95180	Rapid desensitization	yes	yes	
95199	Allergy immunology services	yes	yes	
95836	Ecog impltd brn npgt <30 d	yes	yes	
95976	Alys smpl cn npgt prgrmg	yes	yes	
95977	Alys cplx cn npgt prgrmg	yes	yes	
95983	Alys brn npgt prgrmg 15 min	yes	yes	
95991	Spin/brain pump refil & main	yes	yes	
95992	Canalith repositioning proc	yes	yes	
96004	Phys review of motion tests	yes	yes	
96020	Functional brain mapping	yes	yes	
96040	Genetic counseling 30 min	yes	yes	
96105	Assessment of aphasia	yes	yes	
96110	Developmental screen w/score	yes	yes	
96112	Devel tst phys/qhp 1st hr	yes	yes	
96116	Nubhvl xm phys/qhp 1st hr	yes	yes	
96125	Cognitive test by hc pro	yes	yes	
96127	Brief emotional/behav assmt	yes	yes	
96130	Psycl tst eval phys/qhp 1st	yes	yes	
96132	Nrpsyc tst eval phys/qhp 1st	yes	yes	
96136	Psycl/nrpsyc tst phy/qhp 1st	yes	yes	
96150	Assess hlth/behave init	yes	N/A	
96151	Assess hlth/behave subseq	yes	N/A	
96152	Intervene hlth/behave indiv	yes	N/A	
96153	Intervene hlth/behave group	yes	N/A	
96154	Interv hlth/behav fam w/pt	yes	N/A	
96155	Interv hlth/behav fam no pt	yes	N/A	
96401	Chemo anti-neopl sq/im	yes	yes	
96402	Chemo hormon antineopl sq/im	yes	yes	
96405	Chemo intralesional up to 7	yes	yes	
96406	Chemo intralesional over 7	yes	yes	
96440	Chemotherapy intracavitary	yes	yes	
96450	Chemotherapy into cns	yes	yes	
96521	Refill/maint portable pump	yes	yes	
96522	Refill/maint pump/resvr syst	yes	yes	
96523	Irrig drug delivery device	yes	yes	
96542	Chemotherapy injection	yes	yes	
96549	Chemotherapy unspecified	yes	yes	
96567	Pdt dstr prmlg les skn	yes	yes	
96573	Pdt dstr prmlg les phys/qhp	yes	yes	
96574	Dbrdmt prmlg les w/pdt	yes	yes	
96900	Ultraviolet light therapy	yes	yes	
96910	Photochemotherapy with uv-b	yes	yes	
96912	Photochemotherapy with uv-a	yes	yes	
96913	Photochemotherapy uv-a or b	yes	yes	
96920	Laser tx skin < 250 sq cm	yes	yes	
96921	Laser tx skin 250-500 sq cm	yes	yes	
96922	Laser tx skin >500 sq cm	yes	yes	
96999	Dermatological procedure	yes	yes	
97010	Hot or cold packs therapy	yes	yes	
97012	Mechanical traction therapy	yes	yes	
97014	Electric stimulation therapy	yes	yes	
97016	Vasopneumatic device therapy	yes	yes	
97018	Paraffin bath therapy	yes	yes	
97022	Whirlpool therapy	yes	yes	
97024	Diathermy eg microwave	yes	yes	
97026	Infrared therapy	yes	yes	
97028	Ultraviolet therapy	yes	yes	
97032	Electrical stimulation	yes	yes	
97033	Electric current therapy	yes	yes	
97034	Contrast bath therapy	yes	yes	
97035	Ultrasound therapy	yes	yes	
97036	Hydrotherapy	yes	yes	
97039	Physical therapy treatment	yes	yes	
97110	Therapeutic exercises	yes	yes	
97112	Neuromuscular reeducation	yes	yes	
97113	Aquatic therapy/exercises	yes	yes	
97116	Gait training therapy	yes	yes	
97124	Massage therapy	yes	yes	
97127	Ther ivntj w/focus cog funcj	yes	N/A	
97129	Ther ivntj 1st 15 min	N/A	yes	
97139	Physical medicine procedure	yes	yes	
97140	Manual therapy 1/> regions	yes	yes	
97150	Group therapeutic procedures	yes	yes	
97151	Bhv id assmt by phys/qhp	yes	yes	
97153	Adaptive behavior tx by tech	yes	yes	
97154	Grp adapt bhv tx by tech	yes	yes	
97155	Adapt behavior tx phys/qhp	yes	yes	
97156	Fam adapt bhv tx gdn phy/qhp	yes	yes	
97157	Mult fam adapt bhv tx gdn	yes	yes	
97158	Grp adapt bhv tx by phy/qhp	yes	yes	
97161	Pt eval low complex 20 min	yes	yes	
97162	Pt eval mod complex 30 min	yes	yes	
97163	Pt eval high complex 45 min	yes	yes	
97164	Pt re-eval est plan care	yes	yes	
97165	Ot eval low complex 30 min	yes	yes	
97166	Ot eval mod complex 45 min	yes	yes	
97167	Ot eval high complex 60 min	yes	yes	
97168	Ot re-eval est plan care	yes	yes	
97530	Therapeutic activities	yes	yes	
97533	Sensory integration	yes	yes	
97535	Self care mngment training	yes	yes	
97537	Community/work reintegration	yes	yes	
97542	Wheelchair mngment training	yes	yes	
97545	Work hardening	yes	yes	
97597	Rmvl devital tis 20 cm/<	yes	yes	
97602	Wound(s) care non-selective	yes	yes	
97605	Neg press wound tx <=50 cm	yes	yes	
97606	Neg press wound tx >50 cm	yes	yes	
97607	Neg press wnd tx <=50 sq cm	yes	yes	
97608	Neg press wound tx >50 cm	yes	yes	
97610	Low frequency non-thermal us	yes	yes	
97750	Physical performance test	yes	yes	
97755	Assistive technology assess	yes	yes	
97760	Orthotic mgmt&traing 1st enc	yes	yes	
97761	Prosthetic traing 1st enc	yes	yes	
97763	Orthc/prostc mgmt sbsq enc	yes	yes	
97799	Physical medicine procedure	yes	yes	
97802	Medical nutrition indiv in	yes	yes	
97803	Med nutrition indiv subseq	yes	yes	
97804	Medical nutrition group	yes	yes	
98925	Osteopath manj 1-2 regions	yes	yes	
98926	Osteopath manj 3-4 regions	yes	yes	
98927	Osteopath manj 5-6 regions	yes	yes	
98928	Osteopath manj 7-8 regions	yes	yes	
98929	Osteopath manj 9-10 regions	yes	yes	
98940	Chiropract manj 1-2 regions	yes	yes	
98941	Chiropract manj 3-4 regions	yes	yes	
98942	Chiropractic manj 5 regions	yes	yes	
98943	Chiropract manj xtrspinl 1/>	yes	yes	
98966	Hc pro phone call 5-10 min	no	yes	
98967	Hc pro phone call 11-20 min	no	yes	
98968	Hc pro phone call 21-30 min	no	yes	
98970	Qnhp ol dig e/m svc 5-10min	N/A	yes	
98971	Qnhp ol dig em svc 11-20min	N/A	yes	
98972	Qnhp ol dig e/m svc 21+ min	N/A	yes	
99024	Postop follow-up visit	yes	yes	
99050	Medical services after hrs	yes	yes	
99051	Med serv eve/wkend/holiday	yes	yes	
99053	Med serv 10pm-8am 24 hr fac	yes	yes	
99056	Med service out of office	yes	yes	
99058	Office emergency care	yes	yes	
99060	Out of office emerg med serv	yes	yes	
99175	Induction of vomiting	yes	yes	
99183	Hyperbaric oxygen therapy	yes	yes	
99184	Hypothermia ill neonate	yes	yes	
99195	Phlebotomy	yes	yes	
99201	Office/outpatient visit new	yes	yes	
99202	Office/outpatient visit new	yes	yes	
99203	Office/outpatient visit new	yes	yes	
99204	Office/outpatient visit new	yes	yes	
99205	Office/outpatient visit new	yes	yes	
99211	Office/outpatient visit est	yes	yes	
99212	Office/outpatient visit est	yes	yes	
99213	Office/outpatient visit est	yes	yes	
99214	Office/outpatient visit est	yes	yes	
99215	Office/outpatient visit est	yes	yes	
99218	Initial observation care	yes	yes	
99219	Initial observation care	yes	yes	
99220	Initial observation care	yes	yes	
99221	Initial hospital care	yes	yes	
99222	Initial hospital care	yes	yes	
99223	Initial hospital care	yes	yes	
99224	Subsequent observation care	yes	yes	
99225	Subsequent observation care	yes	yes	
99226	Subsequent observation care	yes	yes	
99231	Subsequent hospital care	yes	yes	
99232	Subsequent hospital care	yes	yes	
99233	Subsequent hospital care	yes	yes	
99234	Observ/hosp same date	yes	yes	
99235	Observ/hosp same date	yes	yes	
99236	Observ/hosp same date	yes	yes	
99241	Office consultation	yes	yes	
99242	Office consultation	yes	yes	
99243	Office consultation	yes	yes	
99244	Office consultation	yes	yes	
99245	Office consultation	yes	yes	
99251	Inpatient consultation	yes	yes	
99252	Inpatient consultation	yes	yes	
99253	Inpatient consultation	yes	yes	
99254	Inpatient consultation	yes	yes	
99255	Inpatient consultation	yes	yes	
99281	Emergency dept visit	yes	yes	
99282	Emergency dept visit	yes	yes	
99283	Emergency dept visit	yes	yes	
99284	Emergency dept visit	yes	yes	
99285	Emergency dept visit	yes	yes	
99288	Direct advanced life support	yes	yes	
99291	Critical care first hour	yes	yes	
99304	Nursing facility care init	yes	yes	
99305	Nursing facility care init	yes	yes	
99306	Nursing facility care init	yes	yes	
99307	Nursing fac care subseq	yes	yes	
99308	Nursing fac care subseq	yes	yes	
99309	Nursing fac care subseq	yes	yes	
99310	Nursing fac care subseq	yes	yes	
99318	Annual nursing fac assessmnt	yes	yes	
99324	Domicil/r-home visit new pat	yes	yes	
99325	Domicil/r-home visit new pat	yes	yes	
99326	Domicil/r-home visit new pat	yes	yes	
99327	Domicil/r-home visit new pat	yes	yes	
99328	Domicil/r-home visit new pat	yes	yes	
99334	Domicil/r-home visit est pat	yes	yes	
99335	Domicil/r-home visit est pat	yes	yes	
99336	Domicil/r-home visit est pat	yes	yes	
99337	Domicil/r-home visit est pat	yes	yes	
99341	Home visit new patient	yes	yes	
99342	Home visit new patient	yes	yes	
99343	Home visit new patient	yes	yes	
99344	Home visit new patient	yes	yes	
99345	Home visit new patient	yes	yes	
99347	Home visit est patient	yes	yes	
99348	Home visit est patient	yes	yes	
99349	Home visit est patient	yes	yes	
99350	Home visit est patient	yes	yes	
99358	Prolong service w/o contact	yes	yes	
99381	Init pm e/m new pat infant	yes	yes	
99382	Init pm e/m new pat 1-4 yrs	yes	yes	
99383	Prev visit new age 5-11	yes	yes	
99384	Prev visit new age 12-17	yes	yes	
99385	Prev visit new age 18-39	yes	yes	
99386	Prev visit new age 40-64	yes	yes	
99387	Init pm e/m new pat 65+ yrs	yes	yes	
99391	Per pm reeval est pat infant	yes	yes	
99392	Prev visit est age 1-4	yes	yes	
99393	Prev visit est age 5-11	yes	yes	
99394	Prev visit est age 12-17	yes	yes	
99395	Prev visit est age 18-39	yes	yes	
99396	Prev visit est age 40-64	yes	yes	
99397	Per pm reeval est pat 65+ yr	yes	yes	
99421	Ol dig e/m svc 5-10 min	N/A	yes	
99422	Ol dig e/m svc 11-20 min	N/A	yes	
99423	Ol dig e/m svc 21+ min	N/A	yes	
99441	Phone e/m phys/qhp 5-10 min	no	yes	
99442	Phone e/m phys/qhp 11-20 min	no	yes	
99443	Phone e/m phys/qhp 21-30 min	no	yes	
99455	Work related disability exam	yes	yes	
99456	Disability examination	yes	yes	
99460	Init nb em per day hosp	yes	yes	
99461	Init nb em per day non-fac	yes	yes	
99462	Sbsq nb em per day hosp	yes	yes	
99463	Same day nb discharge	yes	yes	
99464	Attendance at delivery	yes	yes	
99465	Nb resuscitation	yes	yes	
99466	Ped crit care transport	yes	yes	
99468	Neonate crit care initial	yes	yes	
99469	Neonate crit care subsq	yes	yes	
99471	Ped critical care initial	yes	yes	
99472	Ped critical care subsq	yes	yes	
99475	Ped crit care age 2-5 init	yes	yes	
99476	Ped crit care age 2-5 subsq	yes	yes	
99477	Init day hosp neonate care	yes	yes	
99478	Ic lbw inf < 1500 gm subsq	yes	yes	
99479	Ic lbw inf 1500-2500 g subsq	yes	yes	
99480	Ic inf pbw 2501-5000 g subsq	yes	yes	
99483	Assmt & care pln pt cog imp	yes	yes	
99484	Care mgmt svc bhvl hlth cond	yes	yes	
99487	Cmplx chron care w/o pt vsit	yes	yes	
99490	Chron care mgmt srvc 20 min	yes	yes	
99491	Chrnc care mgmt svc 30 min	yes	yes	
99492	1st psyc collab care mgmt	yes	yes	
99493	Sbsq psyc collab care mgmt	yes	yes	
99495	Trans care mgmt 14 day disch	yes	yes	
99496	Trans care mgmt 7 day disch	yes	yes	
99499	Unlisted e&m service	yes	yes	
99500	Home visit prenatal	yes	yes	
99501	Home visit postnatal	yes	yes	
99502	Home visit nb care	yes	yes	
99503	Home visit resp therapy	yes	yes	
99504	Home visit mech ventilator	yes	yes	
99505	Home visit stoma care	yes	yes	
99506	Home visit im injection	yes	yes	
99507	Home visit cath maintain	yes	yes	
99509	Home visit day life activity	yes	yes	
99510	Home visit sing/m/fam couns	yes	yes	
99511	Home visit fecal/enema mgmt	yes	yes	
99512	Home visit for hemodialysis	yes	yes	
99600	Home visit nos	yes	yes	
0071T	Us leiomyomata ablate <200	yes	yes	
0072T	Us leiomyomata ablate >200	yes	yes	
0075T	Perq stent/chest vert art	yes	yes	
0100T	Prosth retina receive&gen	yes	yes	
0101T	Extracorp shockwv tx hi enrg	yes	yes	
0102T	Extracorp shockwv tx anesth	yes	yes	
0184T	Exc rectal tumor endoscopic	yes	yes	
0191T	Insert ant segment drain int	yes	yes	
0200T	Perq sacral augmt unilat inj	yes	yes	
0201T	Perq sacral augmt bilat inj	yes	yes	
0202T	Post vert arthrplst 1 lumbar	yes	yes	
0207T	Clear eyelid gland w/heat	yes	yes	
0208T	Audiometry air only	yes	yes	
0209T	Audiometry air & bone	yes	yes	
0210T	Speech audiometry threshold	yes	yes	
0211T	Speech audiom thresh & recog	yes	yes	
0212T	Compre audiometry evaluation	yes	yes	
0213T	Njx paravert w/us cer/thor	yes	yes	
0216T	Njx paravert w/us lumb/sac	yes	yes	
0219T	Plmt post facet implt cerv	yes	yes	
0220T	Plmt post facet implt thor	yes	yes	
0221T	Plmt post facet implt lumb	yes	yes	
0228T	Njx tfrml eprl w/us cer/thor	yes	yes	
0230T	Njx tfrml eprl w/us lumb/sac	yes	yes	
0234T	Trluml perip athrc renal art	yes	yes	
0235T	Trluml perip athrc visceral	yes	yes	
0236T	Trluml perip athrc abd aorta	yes	yes	
0237T	Trluml perip athrc brchiocph	yes	yes	
0238T	Trluml perip athrc iliac art	yes	yes	
0249T	Ligation hemorrhoid w/us	yes	N/A	
0253T	Insert aqueous drain device	yes	yes	
0254T	Evasc rpr iliac art bifur	yes	N/A	
0263T	Im b1 mrw cel ther cmpl	yes	yes	
0264T	Im b1 mrw cel ther xcl hrvst	yes	yes	
0265T	Im b1 mrw cel ther hrvst onl	yes	yes	
0266T	Implt/rpl crtd sns dev total	yes	yes	
0267T	Implt/rpl crtd sns dev lead	yes	yes	
0268T	Implt/rpl crtd sns dev gen	yes	yes	
0269T	Rev/remvl crtd sns dev total	yes	yes	
0270T	Rev/remvl crtd sns dev lead	yes	yes	
0271T	Rev/remvl crtd sns dev gen	yes	yes	
0274T	Perq lamot/lam crv/thrc	yes	yes	
0275T	Perq lamot/lam lumbar	yes	yes	
0278T	Tempr	yes	yes	
0308T	Insj ocular telescope prosth	yes	yes	
0312T	Laps impltj nstim vagus	yes	yes	
0313T	Laps rmvl nstim array vagus	yes	yes	
0314T	Laps rmvl vgl arry&pls gen	yes	yes	
0315T	Rmvl vagus nerve pls gen	yes	yes	
0316T	Replc vagus nerve pls gen	yes	yes	
0317T	Elec alys vagus nrv pls gen	yes	yes	
0335T	Insj sinus tarsi implant	yes	yes	
0338T	Trnscth renal symp denrv unl	yes	yes	
0339T	Trnscth renal symp denrv bil	yes	yes	
0342T	Thxp apheresis w/hdl delip	yes	yes	
0345T	Transcath mtral vlve repair	yes	yes	
0351T	Intraop oct brst/node spec	yes	yes	
0352T	Oct brst/node i&r per spec	yes	yes	
0353T	Intraop oct breast cavity	yes	yes	
0354T	Oct breast surg cavity i&r	yes	yes	
0356T	Insrt drug device for iop	yes	yes	
0375T	Total disc arthrp ant appr	yes	N/A	
0377T	Anoscpy inj agent for incont	yes	N/A	
0380T	Comp animat ret imag series	yes	N/A	
0394T	Hdr elctrnc skn surf brchytx	yes	yes	
0395T	Hdr elctr ntrst/ntrcv brchtx	yes	yes	
0398T	Mrgfus strtctc les abltj	yes	yes	
0402T	Colgn cross-link crn med sep	yes	yes	
